ID,title,Directed by ,Written by,Produced by ,Starring,Cinematography,Edited by ,Music by,Produced companies,distributed by,Running time, budget , box office , net profit/loss 
49,ParaNorman,"Sam Fell, Chris Butler",Chris Butler,"Arianne Sutner, Travis Knight","Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, Jodelle Ferland, Tempestt Bledsoe, Alex Borstein, John Goodman",Tristan Oliver,Christopher Murrie,Jon Brion ,,"Focus Features   , Universal Pictures  ",92 minutes ," $6,00,00,000.00 "," $10,71,00,000.00 "," $4,71,00,000.00 "
123,Neighbors 2: Sorority Rising,Nicholas Stoller,"Andrew J. Cohen, Brendan OBrien, Nicholas Stoller, Evan Goldberg, Seth Rogen","Seth Rogen, Evan Goldberg, James Weaver","Seth Rogen, Zac Efron, Rose Byrne, Chloe Grace Moretz, Dave Franco, Ike Barinholtz",Brandon Trost,Zene Baker,Michael Andrews,"Good Universe, Perfect World Pictures, Point Grey Pictures",Universal Pictures,92 minutes ," $3,50,00,000.00 "," $10,80,00,000.00 "," $7,30,00,000.00 "
88,The Boxtrolls,"Graham Annable, Anthony Stacchi",,"David Bleiman Ichioka, Travis Knight","Ben Kingsley, Isaac Hempstead Wright, Elle Fanning, Dee Bradley Baker, Steve Blum, Toni Collette, Jared Harris, Nick Frost, Richard Ayoade, Tracy Morgan, Simon Pegg",John Ashlee Prat,Edie Ichioka,Dario Marianelli ,,"Focus Features   , Universal Pictures  ",97 minutes ," $6,00,00,000.00 "," $10,83,00,000.00 "," $4,83,00,000.00 "
19,Sanctum,Alister Grierson,"John Garvin, Andrew Wight",Andrew Wight,"Richard Roxburgh, Rhys Wakefield, Alice Parkinson, Dan Wyllie, Ioan Gruffudd",Jules OLoughlin,Mark Warner,David Hirschfelder,"Relativity Media, Wayfare Entertainment, FilmNation Entertainment",Universal Pictures,109 minutes," $3,00,00,000.00 "," $10,86,00,000.00 "," $7,86,00,000.00 "
189,Good Boys,Gene Stupnitsky,"Lee Eisenberg, Gene Stupnitsky","Lee Eisenberg, Evan Goldberg, Seth Rogen, James Weaver","Jacob Tremblay, Keith L. Williams, Brady Noon, Molly Gordon, Lil Rel Howery, Midori Francis",Jonathan Furmanski,Daniel Gabbe,Lyle Workman,"Good Universe, Point Grey Pictures, Quantity Entertainment",Universal Pictures,90 minutes ," $2,00,00,000.00 "," $11,12,00,000.00 "," $9,12,00,000.00 "
82,The Purge: Anarchy,James DeMonaco,James DeMonaco,"Jason Blum, Michael Bay, Andrew Form, Brad Fuller, Sabastien K. Lemercier","Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez, Michael K. Williams",Jacques Jouffret,"Todd E. Miller, Vince Filippone",Nathan Whitehead,"Platinum Dunes, Blumhouse Productions, Why Not Productions",Universal Pictures,104 minutes ," $1,10,00,000.00 "," $11,19,00,000.00 "," $10,09,00,000.00 "
97,Seventh Son,Sergei Bodrov,,"Basil Iwanyk, Thomas Tull, Lionel Wigram","Jeff Bridges, Ben Barnes, Alicia Vikander, Kit Harington, Olivia Williams, Antje Traue, Djimon Hounsou, Julianne Moore",Newton Thomas Sigel,"Paul Rubell, Jim Page, Michael Kahn",Marco Beltrami ,"Legendary Pictures , Moving Picture Company , Outlaw Sinema , Pendle Mountain Productions , Thunder Road Pictures , China Film Group ",Universal Pictures,102 minutes ," $11,00,00,000.00 "," $11,42,00,000.00 "," $42,00,000.00 "
51,Pitch Perfect,Jason Moore,,"Paul Brooks, Max Handelman, Elizabeth Banks","Anna Kendrick, Skylar Astin, Rebel Wilson, Adam DeVine, Anna Camp, Brittany Snow, John Michael Higgins, Elizabeth Banks",Julio Macat,Lisa Zeno Churgin,"Christophe Beck, Mark Kilian","Gold Circle Films, Brownstone Productions",Universal Pictures,112 minutes ," $1,70,00,000.00 "," $11,54,00,000.00 "," $9,84,00,000.00 "
127,The Purge: Election Year,James DeMonaco,James DeMonaco,"Jason Blum, Michael Bay, Andrew Form, Brad Fuller, Sabastien K. Lemercier","Frank Grillo, Elizabeth Mitchell, Mykelti Williamson",Jacques Jouffret,Todd E. Miller,Nathan Whitehead,"Platinum Dunes, Blumhouse Productions, Man in a Tree Productions",Universal Pictures,108 minutes ," $1,00,00,000.00 "," $11,86,00,000.00 "," $10,86,00,000.00 "
192,Last Christmas,Paul Feig,,"David Livingstone, Emma Thompson, Paul Feig, Jessie Henderson","Emilia Clarke, Henry Golding, Michelle Yeoh, Emma Thompson",John Schwartzman,Brent White,Theodore Shapiro,"Feigco Entertainment, Perfect World Pictures, Calamity Films",Universal Pictures,103 minutes ," $3,00,00,000.00 "," $12,34,00,000.00 "," $9,34,00,000.00 "
92,The Theory of Everything,James Marsh,,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten","Eddie Redmayne, Felicity Jones, Charlie Cox, Emily Watson, Simon McBurney, David Thewlis",Benoet Delhomme,Jinx Godfrey,Johann Jahannsson,,"Focus Features   ,Toho-Towa    , Universal Pictures  ",123 minutes  ," $1,50,00,000.00 "," $12,37,00,000.00 "," $10,87,00,000.00 "
118,Ride Along 2,Tim Story,"Phil Hay, Matt Manfredi","Will Packer, Ice Cube, Matt Alvarez, Larry Brezner","Ice Cube, Kevin Hart, Ken Jeong, Benjamin Bratt, Olivia Munn, Bruce McGill, Tika Sumpter",Mitchell Amundsen,Peter S. Elliot,Christopher Lennertz,"Will Packer Productions, Cube Vision",Universal Pictures,101 minutes ," $4,00,00,000.00 "," $12,46,00,000.00 "," $8,46,00,000.00 "
150,Happy Death Day,Christopher Landon,Scott Lobdell,Jason Blum,"Jessica Rothe, Israel Broussard",Toby Oliver,Gregory Plotkin,Bear McCreary,,Universal Pictures,96 minutes," $48,00,000.00 "," $12,55,00,000.00 "," $12,07,00,000.00 "
20,The Adjustment Bureau,George Nolfi,,"Michael Hackett, George Nolfi, Bill Carraro, Chris Moore","Matt Damon, Emily Blunt, Anthony Mackie, John Slattery, Michael Kelly, Terence Stamp",John Toll,Jay Rabinowitz,Thomas Newman,"Media Rights Capital, Gambit Pictures, Electric Shepherd Productions",Universal Pictures,106 minutes," $6,20,00,000.00 "," $12,78,00,000.00 "," $6,58,00,000.00 "
168,The House with a Clock in Its Walls,Eli Roth,,"Bradley J. Fischer, James Vanderbilt, Eric Kripke","Jack Black, Cate Blanchett, Owen Vaccaro, Renae Elise Goldsberry, Sunny Suljic, Kyle MacLachlan",Rogier Stoffers,Fred Raskin,Nathan Barr,"Amblin Entertainment, Reliance Entertainment, Mythology Entertainment",Universal Pictures,105 minutes ," $4,20,00,000.00 "," $13,15,00,000.00 "," $8,95,00,000.00 "
64,2 Guns,Baltasar Kormakur,,"Marc Platt , Randall Emmett , Norton Herrick , Adam Siegel , George Furla , Ross Richie , Andrew Cosby ","Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos",Oliver Wood,Michael Tronick,Clinton Shorter,"Marc Platt Productions , Oasis Ventures Entertainment , Envision Entertainment , Herrick Entertainment , Boom! Studios ",Universal Pictures ,109 minutes ," $6,10,00,000.00 "," $13,19,00,000.00 "," $7,09,00,000.00 "
54,Zero Dark Thirty,Kathryn Bigelow,Mark Boal,"Kathryn Bigelow, Mark Boal, Megan Ellison","Jessica Chastain, Jason Clarke, Joel Edgerton",Greig Fraser,"Dylan Tichenor, William Goldenberg",Alexandre Desplat,"Columbia Pictures, First Light Productions, Annapurna Pictures","Sony Pictures Releasing  , Panorama Media   ",157 minutes ," $5,25,00,000.00 "," $13,28,00,000.00 "," $8,03,00,000.00 "
148,American Made,Doug Liman,Gary Spinelli,"Brian Grazer, Brian Oliver, Doug Davison, Kim Roth, Ray Angelic, Tyler Thompson","Tom Cruise, Domhnall Gleeson, Sarah Wright Olsen, Jesse Plemons, Caleb Landry Jones",Casar Charlone,Andrew Mondshein,Christophe Beck,"Cross Creek Pictures, Imagine Entertainment, Quadrant Pictures, Vendian Entertainment, Hercules Film Fund",Universal Pictures,115 minutes ," $5,00,00,000.00 "," $13,49,00,000.00 "," $8,49,00,000.00 "
165,The First Purge,Gerard McMurray,James DeMonaco,"Jason Blum, Michael Bay, Andrew Form, Brad Fuller, Sabastien K. Lemercier","Ylan Noel, Lex Scott Davis, Joivan Wade, Steve Harris",Anastas Michos,Jim Page,Kevin Lax,"Perfect World Pictures, Platinum Dunes, Blumhouse Productions, Man in a Tree Productions",Universal Pictures,97 minutes ," $1,30,00,000.00 "," $13,71,00,000.00 "," $12,41,00,000.00 "
47,Step Up Revolution,Scott Speer,Amanda Brody,"Adam Shankman, Jennifer Gibgot, Patrick Wachsberger, Erik Feig","Ryan Guzman, Kathryn McCormick, Misha Gabriel, Cleopatra Coleman, Stephen tWitch Boss, Tommy Dewey, Peter Gallagher",Crash,"Matthew Friedman, Avi Youabian",Aaron Zigman,,"Summit Entertainment , Lionsgate ",99 minutes ," $3,30,00,000.00 "," $14,04,00,000.00 "," $10,74,00,000.00 "
106,Trainwreck,Judd Apatow,Amy Schumer,"Judd Apatow, Barry Mendel","Amy Schumer, Bill Hader, Brie Larson, Colin Quinn, John Cena, Tilda Swinton, LeBron James",Jody Lee Lipes,"William Kerr, Paul Zucker",Jon Brion,,Universal Pictures,125 minutes ," $3,50,00,000.00 "," $14,08,00,000.00 "," $10,58,00,000.00 "
147,Girls Trip,Malcolm D. Lee,,"Will Packer, Malcolm D. Lee","Regina Hall, Tiffany Haddish, Jada Pinkett Smith, Queen Latifah, Larenz Tate, Mike Colter, Kate Walsh",Greg Gardiner,Paul Millspaugh,David Newman,"Will Packer Productions, Perfect World Pictures",Universal Pictures,122 minutes ," $1,90,00,000.00 "," $14,09,00,000.00 "," $12,19,00,000.00 "
1,The Wolfman,Joe Johnston,,"Scott Stuber, Benicio del Toro, Rick Yorn, Sean Daniel","Benicio del Toro, Anthony Hopkins, Emily Blunt, Hugo Weaving",Shelly Johnson,"Dennis Virkler, Walter Murch",Danny Elfman,"Universal Pictures, Relativity Media, Stuber Pictures",Universal Pictures,103 minutes ," $15,00,00,000.00 "," $14,26,00,000.00 "," $-74,00,000.00 "
57,Mama,Andy Muschietti,,"J. Miles Dale, Barbara Muschietti","Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nelisse",Antonio Riestra,Michelle Conroi,Fernando Velazquez,"Toma , De Milo Productions",Universal Pictures,100 minutes ," $1,50,00,000.00 "," $14,81,00,000.00 "," $13,31,00,000.00 "
74,47 Ronin,Carl Rinsch,,Pamela Abdy Eric McLeod,Keanu Reeves Hiroyuki Sanada Tadanobu Asano Rinko Kikuchi Ko Shibasaki,John Mathieson,Stuart Baird,Ilan Eshkeri,HF Entertainment Mid Atlantic Films Moving Picture Company DMG Entertainment Warrior Productions Stuber Productions Relativity Media,Universal Pictures,118 minutes," $22,50,00,000.00 "," $15,18,00,000.00 "," $-7,32,00,000.00 "
33,Tower Heist,Brett Ratner,,"Brian Grazer, Eddie Murphy, Kim Roth","Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda, Matthew Broderick, Judd Hirsch, Tea Leoni, Michael Pena, Gabourey Sidibe",Dante Spinotti,Mark Helfrich,Christophe Beck,"Imagine Entertainment, Relativity Media, Rat Entertainment",Universal Pictures ,104 minutes ," $8,50,00,000.00 "," $15,29,00,000.00 "," $6,79,00,000.00 "
77,Ride Along,Tim Story,,"Will Packer, Matt Alvarez, Ice Cube, Larry Brezner","Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter, Laurence Fishburne",Larry Blanford,Craig Alpert,Christopher Lennertz,"Universal Pictures, Relativity Media, Cube Vision, Rainforest Films",Universal Pictures,100 minutes ," $2,50,00,000.00 "," $15,45,00,000.00 "," $12,95,00,000.00 "
187,Yesterday,Danny Boyle,,"Tim Bevan, Eric Fellner, Bernie Bellew, Matthew James Wilkinson, Richard Curtis, Danny Boyle","Himesh Patel, Lily James, Ed Sheeran, Kate McKinnon",Christopher Ross,Jon Harris,Daniel Pemberton,"Perfect World Pictures, Working Title Films, Decibel Films, Dentsu Inc. ",Universal Pictures,116 minutes," $4,13,00,000.00 "," $15,46,00,000.00 "," $11,33,00,000.00 "
75,Lone Survivor,Peter Berg,Peter Berg,"Peter Berg, Sarah Aubrey, Randall Emmett, Norton Herrick, Barry Spikings, Akiva Goldsman, Mark Wahlberg, Stephen Levinson, Vitaly Grigoriants","Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster, Eric Bana",Tobias Schliessler,Colby Parker Jr.,"Explosions in the Sky, Steve Jablonsky","Emmett Furla Films, Film , Foresight Unlimited, Herrick Entertainment, Spikings Entertainment, Envision Entertainment, Closest to the Hole Productions, Leverage Management","Universal Pictures  , Foresight Unlimited  ",121 minutes ," $4,00,00,000.00 "," $15,48,00,000.00 "," $11,48,00,000.00 "
172,Johnny English Strikes Again,David Kerr,,"Chris Clark, Tim Bevan, Eric Fellner, Rowan Atkinson a","Rowan Atkinson, Ben Miller, Olga Kurylenko, Jake Lacy, Emma Thompson",Florian Hoffmeister,Mark Everson,Howard Goodall,"StudioCanal, Working Title Films, Perfect World Pictures","Universal Pictures   , Focus Features  ",89 minutes ," $2,50,00,000.00 "," $15,90,00,000.00 "," $13,40,00,000.00 "
11,Step Up 3D,Jon M. Chu,"Amy Andelson, Emily Meyer","Patrick Wachsberger, Erik Feig, Adam Shankman, Jennifer Gibgot","Rick Malambri, Adam G. Sevani, Sharni Vinson, Alyson Stoner",Ken Seng,Andrew Marcus,Bear McCreary ,"Touchstone Pictures , Summit Entertainment , Offspring Entertainment ",Walt Disney Studios Motion Pictures ,107 minutes," $3,00,00,000.00 "," $15,92,00,000.00 "," $12,92,00,000.00 "
32,Johnny English Reborn,Oliver Parker,,"Tim Bevan, Eric Fellner, Chris Clark","Rowan Atkinson, Gillian Anderson, Dominic West, Rosamund Pike, Daniel Kaluuya, Richard Schiff",Danny Cohen,Guy Bensley,Ilan Eshkeri,"StudioCanal, Relativity Media, Working Title Films",Universal Pictures,102 minutes ," $4,50,00,000.00 "," $16,01,00,000.00 "," $11,51,00,000.00 "
93,Unbroken,Angelina Jolie,"Coen brothers, Richard LaGravenese, William Nicholson","Angelina Jolie, Matthew Baer, Erwin Stoff, Clayton Townsend","Jack OConnell, Domhnall Gleeson, Miyavi, Garrett Hedlund, Finn Wittrock",Roger Deakins,"Tim Squyres, William Goldenberg",Alexandre Desplat,"Legendary Pictures, Jolie Pas,  Arts Entertainment",Universal Pictures,138 minutes ," $6,50,00,000.00 "," $16,34,00,000.00 "," $9,84,00,000.00 "
122,The Huntsman: Winter's War,Cedric Nicolas-Troyan,"Evan Spiliotopoulos, Craig Mazin",Joe Roth,"Chris Hemsworth, Charlize Theron, Emily Blunt, Nick Frost, Sam Claflin, Rob Brydon, Jessica Chastain",Phedon Papamichael,Conrad Buff,James Newton Howard,"Roth Films, Perfect World Pictures",Universal Pictures,120 minutes  ," $11,50,00,000.00 "," $16,50,00,000.00 "," $5,00,00,000.00 "
156,Insidious: The Last Key,Adam Robitel,Leigh Whannell,"Jason Blum, Oren Peli, James Wan, Leigh Whannell","Lin Shaye, Angus Sampson, Leigh Whannell, Spencer Locke, Caitlin Gerard, Bruce Davison",Toby Oliver,Timothy Alverson,Joseph Bishara,"Blumhouse Productions, Stage  Films","Universal Pictures  , Sony Pictures Releasing International   ",103 minutes," $1,00,00,000.00 "," $16,79,00,000.00 "," $15,79,00,000.00 "
91,Dumb and Dumber To,"Peter Farrelly, Bobby Farrelly","Peter Farrelly, Bobby Farrelly, Sean Anders, John Morris, Bennett Yellin, Mike Cerrone","Charles B. Wessler, Bradley Thomas, Peter Farrelly, Bobby Farrelly, Riza Aziz, Joey McFarland","Jim Carrey, Jeff Daniels",Matthew F. Leonetti,Steven Rasch,Empire of the Sun,"Red Granite Pictures, New Line Cinema, Conundrum Entertainment","Universal Pictures   , Red Granite Pictures   ",109 minutes ," $5,00,00,000.00 "," $16,98,00,000.00 "," $11,98,00,000.00 "
132,The Girl on the Train,Tate Taylor,,"Marc Platt, Jared LeBoff","Emily Blunt, Rebecca Ferguson, Haley Bennett, Justin Theroux, Luke Evans, Allison Janney, Edgar Ramarez, Lisa Kudrow",Charlotte Bruus Christensen,"Michael McCusker, Andrew Buckland",Danny Elfman,"DreamWorks Pictures, Reliance Entertainment, Marc Platt Productions","Universal Pictures   , Mister Smith Entertainment   ",112 minutes ," $5,00,00,000.00 "," $17,32,00,000.00 "," $12,32,00,000.00 "
28,Cowboys & Aliens,Jon Favreau,,"Brian Grazer, Ron Howard, Alex Kurtzman, Roberto Orci, Scott Mitchell Rosenberg","Daniel Craig, Harrison Ford, Olivia Wilde, Sam Rockwell, Adam Beach, Paul Dano, Noah Ringer",Matthew Libatique,Dan Lebental,Harry Gregson-Williams,"Universal Pictures, DreamWorks Pictures, Reliance Entertainment, Relativity Media, Imagine Entertainment, K O Paper Products, Fairview Entertainment, Platinum Studios","Universal Pictures  , Paramount Pictures  ",118 minutes," $16,30,00,000.00 "," $17,48,00,000.00 "," $1,18,00,000.00 "
58,Identity Thief,Seth Gordon,,"Scott Stuber, Pamela Abdy, Jason Bateman","Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet, Tip T.I. Harris, Genesis Rodriguez, Morris Chestnut, John Cho, Robert Patrick, Eric Stonestreet",Javier Aguirresarobe,Peter Teschner,Christopher Lennertz,"Relativity Media, Scott Stuber Productions, Aggregate Films, Bluegrass Films",Universal Pictures,111 minutes ," $3,50,00,000.00 "," $17,54,00,000.00 "," $14,04,00,000.00 "
155,The Post,Steven Spielberg,"Josh Singer, Liz Hannah","Steven Spielberg, Kristie Macosko Krieger, Amy Pascal","Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk, Tracy Letts, Bradley Whitford, Bruce Greenwood, Matthew Rhys",Janusz Kamiński,"Michael Kahn, Sarah Broshar",John Williams,"th Century Fox , DreamWorks Pictures , Participant Media , Amblin Partners , Amblin Entertainment , Pascal Pictures , Star Thrower Entertainment ","0th Century Fox   , Mister Smith Entertainment   ",116 minutes ," $5,00,00,000.00 "," $17,98,00,000.00 "," $12,98,00,000.00 "
23,Hop,Tim Hill,,"Chris Meledandri, Michele Imperato Stabile","James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria, Gary Cole, Elizabeth Perkins, David Hasselhoff, Chelsea Handler, Hugh Laurie",Peter Lyons Collister,"Peter S. Elliot, Gregory Perler",Christopher Lennertz,"Relativity Media , Illumination Entertainment ",Universal Pictures ,95 minutes ," $6,30,00,000.00 "," $18,40,00,000.00 "," $12,10,00,000.00 "
154,Pitch Perfect 3,Trish Sie,,"Elizabeth Banks, Paul Brooks, Max Handelman","Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow, Anna Camp, Hana Mae Lee, Alexis Knapp, John Michael Higgins, Elizabeth Banks",Matthew Clark,"Craig Alpert, Colin Patton",Christopher Lennertz,"Universal Pictures , Gold Circle Entertainment , Perfect World Pictures , Brownstone Productions ",Universal Pictures ,93 minutes ," $4,50,00,000.00 "," $18,54,00,000.00 "," $14,04,00,000.00 "
190,Abominable,Jill Culton,Jill Culton ,Suzanne Buirgy Peilin Chou,"Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Eddie Izzard, Sarah Paulson, Tsai Chin",,Pamela Ziegenhagen-Shefland,Rupert Gregson-Williams,"DreamWorks Animation , Pearl Studio , Zhong Ming You Ying Film","Universal Pictures   , Pearl Studio    ",97 minutes ," $7,50,00,000.00 "," $18,87,00,000.00 "," $11,37,00,000.00 "
107,Straight Outta Compton,F. Gary Gray,,"Ice Cube, Tomica Woods-Wright, Dr. Dre, Matt Alvarez, F. Gary Gray, Scott Bernstein","OShea Jackson Jr., Corey Hawkins, Jason Mitchell, Paul Giamatti",Matthew Libatique,"Billy Fox, Michael Tronick",Joseph Trapanese,"Legendary Pictures, New Line Cinema a, Cube Vision, Crucial Films, Broken Chair Flickz",Universal Pictures,147 minutes ," $5,00,00,000.00 "," $20,16,00,000.00 "," $15,16,00,000.00 "
178,Saving Leningrad,Aleksey Kozlov,Aleksey Kozlov,"Aleksey Kozlov, Arkady Fateev, Anton Dementiev, Elena Gromova","Maria Melnikova, Andrey Mironov-Udalov, Gela Meskhi, Anastasiya Melnikova, Valeriy Degtyar, Vitali Kishchenko, Aleksey Shevchenkov, Boris Shcherbakov","Aleksey Doronkin, Gleb Vavilov","Anton Dementiev, Aleksey Maklakov",Yuri Poteyenko,Studio AVK Algous studio,Universal Pictures Russia All Media Company NTV,96 minutes," $23,70,00,000.00 "," $20,20,00,000.00 "," $-3,50,00,000.00 "
109,Everest,Baltasar Kormakur,"William Nicholson, Simon Beaufoy","Tim Bevan, Eric Fellner, Baltasar Kormakur, Nicky Kentish Barnes, Tyler Thompson, Brian Oliver","Jason Clarke, Josh Brolin, John Hawkes, Robin Wright, Michael Kelly, Sam Worthington, Keira Knightley, Emily Watson, Jake Gyllenhaal",Salvatore Totino,Mick Audsley,Dario Marianelli,"Cross Creek Pictures, Walden Media, RVK Studios, Working Title Films",Universal Pictures,121 minutes ," $5,50,00,000.00 "," $20,34,00,000.00 "," $14,84,00,000.00 "
191,The Addams Family,"Conrad Vernon, Greg Tiernan",,"Gail Berman, Conrad Vernon, Alex Schwartz, Alison OBrien","Oscar Isaac, Charlize Theron, Chloe Grace Moretz, Finn Wolfhard, Nick Kroll, Snoop Dogg, Bette Midler, Allison Janney",,David Ian Salter,"Mychael Danna , Jeff Danna ","Bron Creative, Metro-Goldwyn-Mayer, The Jackal Group, Cinesite Studios, Cinesite Vancouver","United Artists Releasing   , Universal Pictures  ",86 minutes ," $2,40,00,000.00 "," $20,37,00,000.00 "," $17,97,00,000.00 "
141,A Dog's Purpose,Lasse Hallström,,Gavin Polone,"Britt Robertson, KJ Apa, John Ortiz, Dennis Quaid, Josh Gad",Terry Stacey,Robert Leighton,Rachel Portman ,"Amblin Entertainment , Reliance Entertainment , Walden Media , Pariah Entertainment Group ","Universal Pictures    , Mister Smith Entertainment   ",100 minutes ," $2,20,00,000.00 "," $20,50,00,000.00 "," $18,30,00,000.00 "
36,Safe House,Daniel Espinosa,David Guggenheim,Scott Stuber,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Ruben Blades, Nora Arnezeder, Robert Patrick",Oliver Wood,Richard Pearson,Ramin Djawadi,"Relativity Media, Stuber Productions",Universal Pictures,115 minutes," $8,50,00,000.00 "," $20,81,00,000.00 "," $12,31,00,000.00 "
131,Bridget Jones's Baby,Sharon Maguire,,"Tim Bevan, Eric Fellner, Debra Hayward","Renae Zellweger, Colin Firth, Patrick Dempsey, Jim Broadbent, Gemma Jones, Emma Thompson",Andrew Dunn,Melanie Oliver,Craig Armstrong,"StudioCanal, Miramax, Perfect World Pictures, Working Title Films","Universal Pictures   , StudioCanal   ",123 minutes ," $3,50,00,000.00 "," $21,20,00,000.00 "," $17,70,00,000.00 "
104,Ted 2,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Scott Stuber, Seth MacFarlane, Jason Clark, John Jacobs","Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Giovanni Ribisi, John Slattery, Jessica Barth, Morgan Freeman",Michael Barrett,Jeff Freeman,Walter Murphy,"MRC, Fuzzy Door Productions, Bluegrass Films",Universal Pictures,115 minutes ," $6,80,00,000.00 "," $21,59,00,000.00 "," $14,79,00,000.00 "
126,Central Intelligence,Rawson Marshall Thurber,,"Scott Stuber, Peter Principato, Paul Young, Michael Fottrell","Dwayne Johnson, Kevin Hart, Amy Ryan, Aaron Paul",Barry Peterson,"Mike Sale, Brian Olds",Theodore Shapiro,"New Line Cinema, Universal Pictures, RatPac-Dune Entertainment, Perfect World Pictures, Bluegrass Films, Principato-Young Entertainment","Warner Bros. Pictures  , Universal Pictures  ",108 minutes ," $5,00,00,000.00 "," $21,70,00,000.00 "," $16,70,00,000.00 "
89,Dracula Untold,Gary Shore,,Michael De Luca,"Luke Evans, Dominic Cooper, Sarah Gadon, Charles Dance",John Schwartzman,Richard Pearson,Ramin Djawadi,"Legendary Pictures, Michael De Luca Productions",Universal Pictures,92 minutes ," $10,00,00,000.00 "," $21,71,00,000.00 "," $11,71,00,000.00 "
79,Non-Stop,Jaume Collet-Serra,,"Joel Silver, Alex Heineman, Andrew Rona","Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery, Nate Parker, Jason Butler Harner, Anson Mount",Flavio Labiano,Jim May,John Ottman,"TF Films Production, Silver Pictures, Anton Capital Entertainment SCA, Canal+, TF, LoveFilm","Universal Pictures  , StudioCanal  ",106 minutes ," $5,00,00,000.00 "," $22,28,00,000.00 "," $17,28,00,000.00 "
39,American Reunion,"Jon Hurwitz, Hayden Schlossberg","Jon Hurwitz, Hayden Schlossberg","Chris Moore, Craig Perry, Adam Herz, Warren Zide","Jason Biggs, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas, Tara Reid, Seann William Scott, Mena Suvari, Eddie Kaye Thomas, Jennifer Coolidge, Eugene Levy",Daryn Okada ,Jeff Betancourt ,Lyle Workman,"Relativity Media, Zide Perry Productions",Universal Pictures,113 minutes ," $5,00,00,000.00 "," $23,50,00,000.00 "," $18,50,00,000.00 "
177,Glass,M. Night Shyamalan,M. Night Shyamalan,"M. Night Shyamalan, Jason Blum, Marc Bienstock, Ashwin Rajan","James McAvoy, Bruce Willis, Anya Taylor-Joy, Sarah Paulson, Samuel L. Jackson",Mike Gioulakis,"Luke Ciarrocchi, Blu Murray",West Dylan Thordson,"Universal Pictures , Perfect World Pictures , Blinding Edge Pictures  , Blumhouse Productions  , Buena Vista International ","Universal Pictures  , Buena Vista International   ",129 minutes ," $2,00,00,000.00 "," $24,70,00,000.00 "," $22,70,00,000.00 "
143,Get Out,Jordan Peele,Jordan Peele,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr., Jordan Peele","Daniel Kaluuya, Allison Williams, Bradley Whitford, Caleb Landry Jones, Stephen Root, Catherine Keener",Toby Oliver,Gregory Plotkin,Michael Abels,"Blumhouse Productions, QC Entertainment, Monkeypaw Productions",Universal Pictures,104 minutes," $45,00,000.00 "," $25,54,00,000.00 "," $25,09,00,000.00 "
181,Us,Jordan Peele,Jordan Peele,"Jason Blum, Ian Cooper, Sean McKittrick, Jordan Peele","Lupita Nyongo, Winston Duke, Elisabeth Moss, Tim Heidecker",Mike Gioulakis,Nicholas Monsour,Michael Abels,"Monkeypaw Productions , Perfect World Pictures",Universal Pictures ,116 minutes ," $2,00,00,000.00 "," $25,61,00,000.00 "," $23,61,00,000.00 "
171,Halloween,David Gordon Green,"Jeff Fradley, Danny McBride, David Gordon Green","Malek Akkad, Jason Blum, Bill Block","Jamie Lee Curtis, Judy Greer, Andi Matichak, Will Patton, Virginia Gardner",Michael Simmonds,Tim Alverson,"John Carpenter, Cody Carpenter, Daniel Davies","Miramax, Blumhouse Productions, Trancas International Films, Rough House Pictures",Universal Pictures,106 minutes ," $1,00,00,000.00 "," $25,99,00,000.00 "," $24,99,00,000.00 "
80,Neighbors,Nicholas Stoller,"Andrew J. Cohen, Brendan OBrien","Evan Goldberg, Seth Rogen, James Weaver","Seth Rogen, Zac Efron, Rose Byrne, Christopher Mintz-Plasse, Dave Franco",Brandon Trost,Zene Baker,Michael Andrews,"Point Grey Pictures, Good Universe",Universal Pictures,97 minutes ," $1,80,00,000.00 "," $27,07,00,000.00 "," $25,27,00,000.00 "
